Year,Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction,ID,Shard
2003,1.216,-3.523,2.298,0.189,0.874,1.3334,-0.548,Down,552,0
2003,-0.548,1.216,-3.523,2.298,0.189,1.3197,-0.164,Down,553,0
2003,-0.164,-0.548,1.216,-3.523,2.298,1.2329,-0.578,Down,554,0
2003,-0.578,-0.164,-0.548,1.216,-3.523,1.227,-1.774,Down,555,0
2003,-1.774,-0.578,-0.164,-0.548,1.216,1.4955,1.214,Up,556,0
2003,1.214,-1.774,-0.578,-0.164,-0.548,1.4616,2.612,Up,557,0
2003,2.612,1.214,-1.774,-0.578,-0.164,1.5898,-0.505,Down,558,0
2003,-0.505,2.612,1.214,-1.774,-0.578,1.3395,0.274,Up,559,0
2003,0.274,-0.505,2.612,1.214,-1.774,1.2412,0.123,Up,560,0
2003,0.123,0.274,-0.505,2.612,1.214,1.494,-0.186,Down,561,0
2003,-0.186,0.123,0.274,-0.505,2.612,1.2354,-1.4,Down,562,0
2003,-1.4,-0.186,0.123,0.274,-0.505,1.2937,0.646,Up,563,0
2003,0.646,-1.4,-0.186,0.123,0.274,1.2753,-0.376,Down,564,0
2003,-0.376,0.646,-1.4,-0.186,0.123,1.1416,1.95,Up,565,0
2003,1.95,-0.376,0.646,-1.4,-0.186,1.131,0.63,Up,566,0
2003,0.63,1.95,-0.376,0.646,-1.4,1.4602,-1.224,Down,567,0
2003,-1.224,0.63,1.95,-0.376,0.646,1.5876,1.554,Up,568,0
2003,1.554,-1.224,0.63,1.95,-0.376,1.4306,-0.176,Down,569,0
2003,-0.176,1.554,-1.224,0.63,1.95,1.1187,2.17,Up,570,0
2003,2.17,-0.176,1.554,-1.224,0.63,1.6312,0.839,Up,571,0
2003,0.839,2.17,-0.176,1.554,-1.224,1.6672,-0.826,Down,572,0
2003,-0.826,0.839,2.17,-0.176,1.554,1.6481,-1.385,Down,573,0
2003,-1.385,-0.826,0.839,2.17,-0.176,1.3358,1.783,Up,574,0
2003,1.783,-1.385,-0.826,0.839,2.17,1.273,0.328,Up,575,0
2003,0.328,1.783,-1.385,-0.826,0.839,1.5256,-0.1,Down,576,0
2003,-0.1,0.328,1.783,-1.385,-0.826,1.78851,-0.068,Down,577,0
2003,-0.068,-0.1,0.328,1.783,-1.385,1.3975,1.504,Up,578,0
2003,1.504,-0.068,-0.1,0.328,1.783,1.5543,-0.38,Down,579,0
2003,-0.38,1.504,-0.068,-0.1,0.328,1.4463,0.846,Up,580,0
2003,0.846,-0.38,1.504,-0.068,-0.1,1.6496,-0.51,Down,581,0
2003,-0.51,0.846,-0.38,1.504,-0.068,1.5319,-1.006,Down,582,0
2003,-1.006,-0.51,0.846,-0.38,1.504,1.3796,1.428,Up,583,0
2003,1.428,-1.006,-0.51,0.846,-0.38,1.3261,1.253,Up,584,0
2003,1.253,1.428,-1.006,-0.51,0.846,1.3788,-0.297,Down,585,0
2003,-0.297,1.253,1.428,-1.006,-0.51,1.4181,-0.32,Down,586,0
2003,-0.32,-0.297,1.253,1.428,-1.006,1.4018,0.787,Up,587,0
2003,0.787,-0.32,-0.297,1.253,1.428,1.5087,-0.25,Down,588,0
2003,-0.25,0.787,-0.32,-0.297,1.253,1.5055,-2.492,Down,589,0
2003,-2.492,-0.25,0.787,-0.32,-0.297,1.3757,-0.113,Down,590,0
2003,-0.113,-2.492,-0.25,0.787,-0.32,1.5053,0.401,Up,591,0
2003,0.401,-0.113,-2.492,-0.25,0.787,1.4578,0.915,Up,592,0
2003,0.915,0.401,-0.113,-2.492,-0.25,1.4485,0.145,Up,593,0
2003,0.145,0.915,0.401,-0.113,-2.492,1.201,1.957,Up,594,0
2003,1.957,0.145,0.915,0.401,-0.113,1.532,0.183,Up,595,0
2003,0.183,1.957,0.145,0.915,0.401,1.559,-0.376,Down,596,0
2003,-0.376,0.183,1.957,0.145,0.915,1.6858,1.469,Up,597,0
2003,1.469,-0.376,0.183,1.957,0.145,1.6888,0.354,Up,598,0
2003,0.354,1.469,-0.376,0.183,1.957,1.6625,0.472,Up,599,0
2003,0.472,0.354,1.469,-0.376,0.183,1.4502,1.511,Up,600,0
2003,1.511,0.472,0.354,1.469,-0.376,1.6187,0.395,Up,601,0
2003,0.395,1.511,0.472,0.354,1.469,1.6931,-0.24,Down,602,0
2003,-0.24,0.395,1.511,0.472,0.354,1.8372,-1.198,Down,603,0
2003,-1.198,-0.24,0.395,1.511,0.472,1.307,0.913,Up,604,0
2003,0.913,-1.198,-0.24,0.395,1.511,1.2754,1.283,Up,605,0
2003,1.283,0.913,-1.198,-0.24,0.395,1.52,0.103,Up,606,0
2003,0.103,1.283,0.913,-1.198,-0.24,1.5531,-0.991,Down,607,0
2003,-0.991,0.103,1.283,0.913,-1.198,1.2716,2.238,Up,608,0
2003,2.238,-0.991,0.103,1.283,0.913,1.3459,0.091,Up,609,0
2003,0.091,2.238,-0.991,0.103,1.283,1.4797,-0.155,Down,610,0
2003,-0.155,0.091,2.238,-0.991,0.103,1.4889,-1.524,Down,611,0
2003,-1.524,-0.155,0.091,2.238,-0.991,1.5301,0.1,Up,612,0
2003,0.1,-1.524,-0.155,0.091,2.238,1.698,-1.411,Down,613,0
2003,-1.411,0.1,-1.524,-0.155,0.091,1.3981,0.184,Up,614,0
2003,0.184,-1.411,0.1,-1.524,-0.155,1.3883,-0.827,Down,615,0
2003,-0.827,0.184,-1.411,0.1,-1.524,1.4592,1.077,Up,616,0
2003,1.077,-0.827,0.184,-1.411,0.1,1.3874,-0.974,Down,617,0
2003,-0.974,1.077,-0.827,0.184,-1.411,1.2678,-0.176,Down,618,0
2003,-0.176,-0.974,1.077,-0.827,0.184,1.5872,0.802,Up,619,0
2003,0.802,-0.176,-0.974,1.077,-0.827,1.4602,1.164,Up,620,0
2003,1.164,0.802,-0.176,-0.974,1.077,1.5193,-0.81,Down,621,0
2003,-0.81,1.164,0.802,-0.176,-0.974,0.7759,1.899,Up,622,0
2003,1.899,-0.81,1.164,0.802,-0.176,1.4291,0.34,Up,623,0
2003,0.34,1.899,-0.81,1.164,0.802,1.5657,-0.559,Down,624,0
2003,-0.559,0.34,1.899,-0.81,1.164,1.618,-1.348,Down,625,0
2003,-1.348,-0.559,0.34,1.899,-0.81,1.4657,0.955,Up,626,0
2003,0.955,-1.348,-0.559,0.34,1.899,1.2127,0.573,Up,627,0
2003,0.573,0.955,-1.348,-0.559,0.34,1.4489,-0.343,Down,628,0
2003,-0.343,0.573,0.955,-1.348,-0.559,1.5186,-0.633,Down,629,0
2003,-0.633,-0.343,0.573,0.955,-1.348,1.662,-1.243,Down,630,0
2003,-1.243,-0.633,-0.343,0.573,0.955,1.6614,1.181,Up,631,0
2003,1.181,-1.243,-0.633,-0.343,0.573,1.3652,-1.462,Down,632,0
2003,-1.462,1.181,-1.243,-0.633,-0.343,1.2542,0.951,Up,633,0
2003,0.951,-1.462,1.181,-1.243,-0.633,1.4397,0.051,Up,634,0
2003,0.051,0.951,-1.462,1.181,-1.243,1.3627,-0.709,Down,635,0
2003,-0.709,0.051,0.951,-1.462,1.181,1.559,1.74,Up,636,0
2003,1.74,-0.709,0.051,0.951,-1.462,1.3975,-0.216,Down,637,0
2003,-0.216,1.74,-0.709,0.051,0.951,1.3286,-0.727,Down,638,0
2003,-0.727,-0.216,1.74,-0.709,0.051,1.5089,-0.181,Down,639,0
2003,-0.181,-0.727,-0.216,1.74,-0.709,1.3919,0.286,Up,640,0
2003,0.286,-0.181,-0.727,-0.216,1.74,1.608,-1.026,Down,641,0
2003,-1.026,0.286,-0.181,-0.727,-0.216,1.3906,0.272,Up,642,0
2003,0.272,-1.026,0.286,-0.181,-0.727,1.3187,-1.766,Down,643,0
2003,-1.766,0.272,-1.026,0.286,-0.181,1.3517,0.168,Up,644,0
2003,0.168,-1.766,0.272,-1.026,0.286,1.491,0.728,Up,645,0
2003,0.728,0.168,-1.766,0.272,-1.026,1.3893,0.356,Up,646,0
2003,0.356,0.728,0.168,-1.766,0.272,1.0866,0.307,Up,647,0
2003,0.307,0.356,0.728,0.168,-1.766,1.0222,0.995,Up,648,0
2003,0.995,0.307,0.356,0.728,0.168,1.1323,-0.638,Down,649,0
2003,-0.638,0.995,0.307,0.356,0.728,1.2088,0.659,Up,650,0
2003,0.659,-0.638,0.995,0.307,0.356,1.1868,0.016,Up,651,0
2003,0.016,0.659,-0.638,0.995,0.307,0.63637,0.916,Up,652,0
2003,0.916,0.016,0.659,-0.638,0.995,1.1276,0.261,Up,653,0
2003,0.261,0.916,0.016,0.659,-0.638,1.3006,-0.205,Down,654,0
2003,-0.205,0.261,0.916,0.016,0.659,1.2108,0.297,Up,655,0
2003,0.297,-0.205,0.261,0.916,0.016,1.4071,-1.018,Down,656,0
2003,-1.018,0.297,-0.205,0.261,0.916,1.3089,0.065,Up,657,0
2003,0.065,-1.018,0.297,-0.205,0.261,0.9717,0.304,Up,658,0
2003,0.304,0.065,-1.018,0.297,-0.205,1.1787,0.006,Up,659,0
2003,0.006,0.304,0.065,-1.018,0.297,1.0514,0.607,Up,660,0
2003,0.607,0.006,0.304,0.065,-1.018,1.1652,0.516,Up,661,0
2003,0.516,0.607,0.006,0.304,0.065,0.9451,1.387,Up,662,0
2003,1.387,0.516,0.607,0.006,0.304,1.4705,0.419,Up,663,0
2003,0.419,1.387,0.516,0.607,0.006,1.6756,0.166,Up,664,0
2003,0.166,0.419,1.387,0.516,0.607,1.4539,-0.64,Down,665,0
2003,-0.64,0.166,0.419,1.387,0.516,1.4652,1.004,Up,666,0
2003,1.004,-0.64,0.166,0.419,1.387,1.2993,-0.821,Down,667,0
2003,-0.821,1.004,-0.64,0.166,0.419,1.4148,-1.197,Down,668,0
2003,-1.197,-0.821,1.004,-0.64,0.166,1.5821,0.544,Up,669,0
2003,0.544,-1.197,-0.821,1.004,-0.64,1.3359,0.217,Up,670,0
2003,0.217,0.544,-1.197,-0.821,1.004,1.2367,-0.375,Down,671,0
2003,-0.375,0.217,0.544,-1.197,-0.821,1.1513,1.43,Up,672,0
2003,1.43,-0.375,0.217,0.544,-1.197,1.4032,-0.325,Down,673,0
2003,-0.325,1.43,-0.375,0.217,0.544,1.33821,1.327,Up,674,0
2003,1.327,-0.325,1.43,-0.375,0.217,1.4988,-0.316,Down,675,0
2003,-0.316,1.327,-0.325,1.43,-0.375,1.5186,-1.301,Down,676,0
2003,-1.301,-0.316,1.327,-0.325,1.43,1.2788,0.607,Up,677,0
2003,0.607,-1.301,-0.316,1.327,-0.325,1.3017,-1.91,Down,678,0
2003,-1.91,0.607,-1.301,-0.316,1.327,1.556,-0.605,Down,679,0
2003,-0.605,-1.91,0.607,-1.301,-0.316,1.53,-0.64,Down,680,0
2003,-0.64,-0.605,-1.91,0.607,-1.301,1.4725,0.976,Up,681,0
2003,0.976,-0.64,-0.605,-1.91,0.607,1.3665,-1.054,Down,682,0
2003,-1.054,0.976,-0.64,-0.605,-1.91,1.5905,2.234,Up,683,0
2003,2.234,-1.054,0.976,-0.64,-0.605,1.5663,0.198,Up,684,0
2003,0.198,2.234,-1.054,0.976,-0.64,1.2693,0.942,Up,685,0
2003,0.942,0.198,2.234,-1.054,0.976,1.5705,0.437,Up,686,0
2003,0.437,0.942,0.198,2.234,-1.054,1.0258,0.474,Up,687,0
2003,0.474,0.437,0.942,0.198,2.234,1.2795,-0.526,Down,688,0
2003,-0.526,0.474,0.437,0.942,0.198,1.2625,0.479,Up,689,0
2003,0.479,-0.526,0.474,0.437,0.942,1.5787,-0.065,Down,690,0
2003,-0.065,0.479,-0.526,0.474,0.437,1.1081,0.702,Up,691,0
2003,0.702,-0.065,0.479,-0.526,0.474,1.0405,0.395,Up,692,0
2003,0.395,0.702,-0.065,0.479,-0.526,1.2719,-0.259,Down,693,0
2003,-0.259,0.395,0.702,-0.065,0.479,1.5211,0.316,Up,694,0
2003,0.316,-0.259,0.395,0.702,-0.065,1.4177,-1.024,Down,695,0
2003,-1.024,0.316,-0.259,0.395,0.702,1.352,0.516,Up,696,0
2003,0.516,-1.024,0.316,-0.259,0.395,1.1726,0.129,Up,697,0
2003,0.129,0.516,-1.024,0.316,-0.259,1.498,-1.498,Down,698,0
2003,-1.498,0.129,0.516,-1.024,0.316,1.6472,0.331,Up,699,0
2003,0.331,-1.498,0.129,0.516,-1.024,1.6043,-0.47,Down,700,0
2003,-0.47,0.331,-1.498,0.129,0.516,1.4203,0.216,Up,701,0
2003,0.216,-0.47,0.331,-1.498,0.129,1.3718,1.519,Up,702,0
2003,1.519,0.216,-0.47,0.331,-1.498,1.6292,0.126,Up,703,0
2003,0.126,1.519,0.216,-0.47,0.331,1.5626,-0.112,Down,704,0
2003,-0.112,0.126,1.519,0.216,-0.47,1.6297,0.36,Up,705,0
2003,0.36,-0.112,0.126,1.519,0.216,1.4989,0.791,Up,706,0
2003,0.791,0.36,-0.112,0.126,1.519,1.3782,-0.545,Down,707,0
2003,-0.545,0.791,0.36,-0.112,0.126,1.4176,-0.137,Down,708,0
2003,-0.137,-0.545,0.791,0.36,-0.112,1.4018,0.593,Up,709,0
2003,0.593,-0.137,-0.545,0.791,0.36,1.4539,-0.457,Down,710,0
2003,-0.457,0.593,-0.137,-0.545,0.791,1.4405,-0.579,Down,711,0
2003,-0.579,-0.457,0.593,-0.137,-0.545,1.2436,-0.052,Down,712,0
2003,-0.052,-0.579,-0.457,0.593,-0.137,1.1625,1.143,Up,713,0
2003,1.143,-0.052,-0.579,-0.457,0.593,1.3493,-0.011,Down,714,0
2003,-0.011,1.143,-0.052,-0.579,-0.457,1.383,-0.762,Down,715,0
2003,-0.762,-0.011,1.143,-0.052,-0.579,1.3561,-0.64,Down,716,0
2003,-0.64,-0.762,-0.011,1.143,-0.052,1.3743,-0.908,Down,717,0
2003,-0.908,-0.64,-0.762,-0.011,1.143,1.3543,0.802,Up,718,0
2003,0.802,-0.908,-0.64,-0.762,-0.011,1.3262,-0.843,Down,719,0
2003,-0.843,0.802,-0.908,-0.64,-0.762,1.3267,0.158,Up,720,0
2003,0.158,-0.843,0.802,-0.908,-0.64,1.2738,1.623,Up,721,0
2003,1.623,0.158,-0.843,0.802,-0.908,1.3028,0.172,Up,722,0
2003,0.172,1.623,0.158,-0.843,0.802,1.3337,0.433,Up,723,0
2003,0.433,0.172,1.623,0.158,-0.843,1.0977,-0.024,Down,724,0
2003,-0.024,0.433,0.172,1.623,0.158,0.48722,1.126,Up,725,0
2003,1.126,-0.024,0.433,0.172,1.623,1.375,-0.327,Down,726,0
2003,-0.327,1.126,-0.024,0.433,0.172,1.3832,-0.177,Down,727,0
2003,-0.177,-0.327,1.126,-0.024,0.433,1.4417,0.469,Up,728,0
2003,0.469,-0.177,-0.327,1.126,-0.024,1.4631,-0.768,Down,729,0
2003,-0.768,0.469,-0.177,-0.327,1.126,1.2659,0.735,Up,730,0
2003,0.735,-0.768,0.469,-0.177,-0.327,1.2189,-0.853,Down,731,0
2003,-0.853,0.735,-0.768,0.469,-0.177,1.4655,-0.107,Down,732,0
2003,-0.107,-0.853,0.735,-0.768,0.469,1.444,1.148,Up,733,0
2003,1.148,-0.107,-0.853,0.735,-0.768,1.4411,0.274,Up,734,0
2003,0.274,1.148,-0.107,-0.853,0.735,1.2231,-0.568,Down,735,0
2003,-0.568,0.274,1.148,-0.107,-0.853,1.5208,0.664,Up,736,0
2003,0.664,-0.568,0.274,1.148,-0.107,1.5479,0.126,Up,737,0
2003,0.126,0.664,-0.568,0.274,1.148,1.4417,1.18,Up,738,0
2003,1.18,0.126,0.664,-0.568,0.274,1.5799,-0.048,Down,739,0
2003,-0.048,1.18,0.126,0.664,-0.568,1.6573,0.393,Up,740,0
2003,0.393,-0.048,1.18,0.126,0.664,1.2517,0.282,Up,741,0
2003,0.282,0.393,-0.048,1.18,0.126,1.1453,-0.181,Down,742,0
2003,-0.181,0.282,0.393,-0.048,1.18,0.51806,0.169,Up,743,0
2003,0.169,-0.181,0.282,0.393,-0.048,0.35607,1.24,Up,744,0
2003,1.24,0.169,-0.181,0.282,0.393,1.0588,0.014,Up,745,0
2003,0.014,1.24,0.169,-0.181,0.282,1.0126,0.205,Up,746,0
